carat,cut,color,clarity,depth,table,z,x,y,price
31211,31211,31211,31211,0.32,0,6,1,4.41,54.0,756
31212,31212,31212,31212,0.32,1,6,1,4.42,55.0,756
31213,31213,31213,31213,0.32,1,6,1,4.41,60.0,756
31214,31214,31214,31214,0.32,1,6,1,4.42,58.0,756
31215,31215,31215,31215,0.32,0,6,1,4.42,56.0,756
31216,31216,31216,31216,0.32,0,6,1,4.39,55.0,756
31217,31217,31217,31217,0.32,3,6,1,4.38,57.0,756
31218,31218,31218,31218,0.32,3,6,1,4.38,57.0,756
31219,31219,31219,31219,0.32,0,6,1,4.4,54.0,756
31220,31220,31220,31220,0.32,0,6,1,4.41,57.0,756
31221,31221,31221,31221,0.32,0,6,1,4.39,54.0,756
31222,31222,31222,31222,0.32,3,6,1,4.38,54.0,756
31223,31223,31223,31223,0.32,3,6,1,4.38,56.0,756
31224,31224,31224,31224,0.32,2,6,1,4.38,55.0,756
31225,31225,31225,31225,0.32,3,6,1,4.35,55.0,756
31226,31226,31226,31226,0.32,1,6,1,4.36,58.0,756
31227,31227,31227,31227,0.32,0,6,1,4.37,57.0,756
31228,31228,31228,31228,0.32,2,6,1,4.37,56.0,756
31229,31229,31229,31229,0.31,0,0,3,4.38,56.0,756
31230,31230,31230,31230,0.45,4,5,1,4.73,57.0,756
31231,31231,31231,31231,0.44,2,0,1,4.81,57.0,756
31232,31232,31232,31232,0.44,2,4,1,4.8,54.0,756
31233,31233,31233,31233,0.42,3,6,1,4.76,55.0,756
31234,31234,31234,31234,0.44,2,0,1,4.84,53.0,756
31235,31235,31235,31235,0.42,3,6,1,4.8,58.0,756
31236,31236,31236,31236,0.42,3,6,1,4.85,57.0,756
31237,31237,31237,31237,0.42,0,6,1,4.79,55.0,756
31238,31238,31238,31238,0.42,3,6,1,4.77,57.0,756
31239,31239,31239,31239,0.38,0,5,3,4.66,54.1,757
31240,31240,31240,31240,0.31,0,4,3,4.36,55.0,757
31241,31241,31241,31241,0.31,0,4,3,4.35,55.0,757
31242,31242,31242,31242,0.31,0,4,3,4.38,55.0,757
31243,31243,31243,31243,0.31,0,4,3,4.37,55.0,757
31244,31244,31244,31244,0.31,4,4,4,4.45,59.0,757
31245,31245,31245,31245,0.34,1,0,2,4.63,60.0,757
31246,31246,31246,31246,0.37,3,0,3,4.62,58.0,757
31247,31247,31247,31247,0.37,1,0,3,4.65,58.0,757
31248,31248,31248,31248,0.4,0,1,4,4.74,54.0,758
31249,31249,31249,31249,0.4,0,1,4,4.73,57.0,758
31250,31250,31250,31250,0.41,2,6,1,4.98,63.0,758
31251,31251,31251,31251,0.34,0,0,3,4.47,54.1,758
31252,31252,31252,31252,0.46,0,4,0,4.98,54.0,758
31253,31253,31253,31253,0.46,0,4,0,4.98,54.0,758
31254,31254,31254,31254,0.4,0,2,7,4.7,56.0,758
31255,31255,31255,31255,0.32,0,6,3,4.37,56.0,758
31256,31256,31256,31256,0.32,0,6,3,4.38,55.0,758
31257,31257,31257,31257,0.32,0,6,3,4.34,57.0,758
31258,31258,31258,31258,0.32,0,6,3,4.39,55.0,758
31259,31259,31259,31259,0.32,0,0,2,4.39,57.0,758
31260,31260,31260,31260,0.32,2,3,1,4.36,54.0,449
31261,31261,31261,31261,0.32,3,1,3,4.39,57.0,449
31262,31262,31262,31262,0.32,0,3,1,4.4,57.0,449
31263,31263,31263,31263,0.32,1,0,0,4.38,60.0,449
31264,31264,31264,31264,0.32,2,3,1,4.34,55.0,449
31265,31265,31265,31265,0.32,3,3,1,4.36,56.0,449
31266,31266,31266,31266,0.32,3,1,3,4.34,55.0,449
31267,31267,31267,31267,0.32,0,1,3,4.37,55.0,449
31268,31268,31268,31268,0.32,0,1,3,4.4,56.0,449
31269,31269,31269,31269,0.32,3,1,3,4.37,57.0,449
31270,31270,31270,31270,0.32,0,1,3,4.44,56.0,449
31271,31271,31271,31271,0.32,3,0,0,4.34,57.0,449
31272,31272,31272,31272,0.32,2,1,3,4.32,56.0,449
31273,31273,31273,31273,0.32,0,1,3,4.37,56.0,449
31274,31274,31274,31274,0.32,1,0,0,4.43,60.0,449
31275,31275,31275,31275,0.32,3,1,3,4.33,57.0,449
31276,31276,31276,31276,0.32,0,1,3,4.38,56.0,449
31277,31277,31277,31277,0.32,1,1,3,4.35,59.0,449
31278,31278,31278,31278,0.32,2,1,3,4.33,55.0,449
31279,31279,31279,31279,0.32,0,0,0,4.39,55.0,449
31280,31280,31280,31280,0.32,1,1,3,4.37,58.0,449
31281,31281,31281,31281,0.28,3,3,4,4.2,54.0,450
31282,31282,31282,31282,0.25,0,1,3,4.02,57.0,450
31283,31283,31283,31283,0.32,0,5,0,4.44,56.0,450
31284,31284,31284,31284,0.32,0,5,0,4.4,55.0,450
31285,31285,31285,31285,0.32,0,5,0,4.4,53.0,450
31286,31286,31286,31286,0.36,0,4,0,4.57,55.0,450
31287,31287,31287,31287,0.33,0,4,0,4.44,55.0,450
31288,31288,31288,31288,0.36,0,4,0,4.61,56.0,450
31289,31289,31289,31289,0.32,0,1,1,4.41,54.0,450
31290,31290,31290,31290,0.32,0,6,3,4.39,56.0,758
31291,31291,31291,31291,0.32,0,6,3,4.42,56.0,758
31292,31292,31292,31292,0.32,0,6,3,4.41,55.0,758
31293,31293,31293,31293,0.32,0,0,2,4.35,57.0,758
31294,31294,31294,31294,0.32,3,6,3,4.34,57.0,758
31295,31295,31295,31295,0.32,0,6,3,4.38,56.0,758
31296,31296,31296,31296,0.32,1,6,3,4.38,59.0,758
31297,31297,31297,31297,0.32,0,6,3,4.36,54.0,758
31298,31298,31298,31298,0.32,0,6,3,4.38,54.0,758
31299,31299,31299,31299,0.32,0,6,3,4.37,57.0,758
31300,31300,31300,31300,0.32,0,6,3,4.39,56.0,758
31301,31301,31301,31301,0.32,3,6,3,4.38,57.0,758
31302,31302,31302,31302,0.32,3,6,3,4.35,57.0,758
31303,31303,31303,31303,0.32,0,6,3,4.37,56.0,758
31304,31304,31304,31304,0.32,0,6,3,4.38,56.0,758
31305,31305,31305,31305,0.32,0,0,2,4.38,56.0,758
31306,31306,31306,31306,0.32,0,6,3,4.4,57.0,758
31307,31307,31307,31307,0.32,0,6,3,4.37,57.0,758
31308,31308,31308,31308,0.32,0,6,3,4.42,57.0,758
31309,31309,31309,31309,0.32,1,6,3,4.42,60.0,758
31310,31310,31310,31310,0.32,0,6,3,4.37,55.0,758
31311,31311,31311,31311,0.32,0,0,2,4.46,55.0,758
31312,31312,31312,31312,0.32,0,6,3,4.37,55.0,758
31313,31313,31313,31313,0.32,0,6,3,4.4,54.0,758
31314,31314,31314,31314,0.32,0,0,2,4.39,56.0,758
31315,31315,31315,31315,0.32,1,6,3,4.34,58.0,758
31316,31316,31316,31316,0.32,0,6,3,4.36,57.0,758
31317,31317,31317,31317,0.32,0,6,3,4.36,56.0,758
31318,31318,31318,31318,0.32,0,6,3,4.39,56.0,758
31319,31319,31319,31319,0.32,0,6,3,4.37,55.0,758
31320,31320,31320,31320,0.36,1,1,7,4.58,59.0,758
31321,31321,31321,31321,0.32,0,6,3,4.41,56.0,758
31322,31322,31322,31322,0.32,0,6,3,4.45,56.0,758
31323,31323,31323,31323,0.32,0,6,3,4.39,57.0,758
31324,31324,31324,31324,0.32,0,6,3,4.37,56.0,758
31325,31325,31325,31325,0.32,0,0,2,4.4,55.0,758
31326,31326,31326,31326,0.32,0,0,2,4.38,56.0,758
31327,31327,31327,31327,0.3,3,0,4,4.28,57.0,759
31328,31328,31328,31328,0.36,3,6,3,4.49,56.0,759
31329,31329,31329,31329,0.31,0,4,4,4.32,56.0,759
31330,31330,31330,31330,0.31,0,5,5,4.31,54.0,759
31331,31331,31331,31331,0.37,0,4,3,4.61,55.0,759
31332,31332,31332,31332,0.36,0,4,3,4.61,56.0,759
31333,31333,31333,31333,0.38,0,5,2,4.63,54.0,759
31334,31334,31334,31334,0.41,0,5,1,4.81,56.0,759
31335,31335,31335,31335,0.41,0,5,1,4.77,54.0,759
31336,31336,31336,31336,0.44,1,3,0,5.05,60.0,759
31337,31337,31337,31337,0.44,1,3,0,5.01,60.0,759
31338,31338,31338,31338,0.44,1,3,0,4.95,60.0,759
31339,31339,31339,31339,0.37,3,6,3,4.7,57.0,760
31340,31340,31340,31340,0.35,3,4,2,4.5,56.0,760
31341,31341,31341,31341,0.43,3,6,1,4.78,56.0,760
31342,31342,31342,31342,0.27,3,0,7,4.26,56.0,760
31343,31343,31343,31343,0.27,0,4,4,4.1,55.0,760
31344,31344,31344,31344,0.27,0,4,4,4.14,55.0,760
31345,31345,31345,31345,0.27,0,0,4,4.24,55.0,760
31346,31346,31346,31346,0.27,0,0,4,4.16,56.0,760
31347,31347,31347,31347,0.27,0,4,5,4.1,56.0,760
31348,31348,31348,31348,0.42,0,3,3,4.82,54.0,760
31349,31349,31349,31349,0.34,0,0,3,4.49,54.0,760
31350,31350,31350,31350,0.34,0,4,2,4.49,55.0,760
31351,31351,31351,31351,0.41,0,0,0,4.81,56.0,760
31352,31352,31352,31352,0.42,0,3,1,4.89,56.0,760
31353,31353,31353,31353,0.42,0,4,1,4.81,56.0,760
31354,31354,31354,31354,0.27,0,4,7,4.16,57.0,760
31355,31355,31355,31355,0.27,0,4,7,4.14,55.0,760
31356,31356,31356,31356,0.27,0,4,7,4.17,57.0,760
31357,31357,31357,31357,0.27,0,4,7,4.13,55.0,760
31358,31358,31358,31358,0.41,2,0,1,4.85,62.0,760
31359,31359,31359,31359,0.43,0,4,1,4.82,56.0,760
31360,31360,31360,31360,0.43,0,0,1,4.79,56.0,760
31361,31361,31361,31361,0.4,3,5,2,4.76,57.0,760
31362,31362,31362,31362,0.42,3,3,1,4.92,61.0,761
31363,31363,31363,31363,0.33,0,5,4,4.48,57.0,761
31364,31364,31364,31364,0.33,0,4,4,4.46,57.0,761
31365,31365,31365,31365,0.33,0,4,4,4.48,55.0,761
31366,31366,31366,31366,0.33,0,4,4,4.46,55.0,761
31367,31367,31367,31367,0.33,0,4,4,4.46,56.0,761
31368,31368,31368,31368,0.33,0,4,4,4.47,54.0,761
31369,31369,31369,31369,0.36,0,5,2,4.58,57.0,761
31370,31370,31370,31370,0.3,0,6,2,4.3,57.0,761
31371,31371,31371,31371,0.44,0,4,1,4.89,56.0,761
31372,31372,31372,31372,0.42,0,6,1,4.84,54.0,761
31373,31373,31373,31373,0.3,1,3,5,4.32,58.0,761
31374,31374,31374,31374,0.31,0,3,7,4.38,57.0,761
31375,31375,31375,31375,0.31,2,5,5,4.42,62.0,761
31376,31376,31376,31376,0.31,3,5,5,4.3,57.0,761
31377,31377,31377,31377,0.31,0,4,4,4.37,56.0,761
31378,31378,31378,31378,0.31,1,3,7,4.41,58.0,761
31379,31379,31379,31379,0.31,3,5,5,4.35,62.0,761
31380,31380,31380,31380,0.31,0,4,4,4.33,55.0,761
31381,31381,31381,31381,0.37,0,0,3,4.64,56.0,762
31382,31382,31382,31382,0.3,0,6,3,4.3,53.9,762
31383,31383,31383,31383,0.33,1,6,3,4.52,60.0,762
31384,31384,31384,31384,0.31,3,0,5,4.4,62.0,763
31385,31385,31385,31385,0.31,3,0,5,4.33,61.0,763
31386,31386,31386,31386,0.35,3,6,2,4.54,58.0,763
31387,31387,31387,31387,0.37,0,6,3,4.63,54.0,763
31388,31388,31388,31388,0.37,0,6,3,4.59,55.0,763
31389,31389,31389,31389,0.41,0,3,1,4.78,55.0,763
31390,31390,31390,31390,0.43,0,5,1,4.84,54.0,763
31391,31391,31391,31391,0.3,2,0,5,4.45,60.0,763
31392,31392,31392,31392,0.3,0,0,5,4.29,54.0,763
31393,31393,31393,31393,0.32,1,3,7,4.35,58.0,763
31394,31394,31394,31394,0.38,3,5,2,4.65,57.0,764
31395,31395,31395,31395,0.45,3,5,0,4.95,61.0,764
31396,31396,31396,31396,0.47,3,2,1,4.94,58.0,764
31397,31397,31397,31397,0.36,0,3,5,4.57,54.8,764
31398,31398,31398,31398,0.3,0,5,5,4.32,57.0,764
31399,31399,31399,31399,0.3,0,5,5,4.27,57.0,764
31400,31400,31400,31400,0.3,0,5,5,4.3,57.0,764
31401,31401,31401,31401,0.3,0,5,5,4.28,57.0,764
31402,31402,31402,31402,0.3,0,5,5,4.27,58.0,764
31403,31403,31403,31403,0.3,0,5,5,4.28,57.0,764
31404,31404,31404,31404,0.3,0,5,5,4.32,54.0,764
31405,31405,31405,31405,0.3,0,5,5,4.31,57.0,764
31406,31406,31406,31406,0.3,0,5,5,4.32,57.0,764
31407,31407,31407,31407,0.3,0,5,5,4.32,56.0,764
31408,31408,31408,31408,0.3,0,5,5,4.32,57.0,764
31409,31409,31409,31409,0.3,0,5,5,4.3,54.0,764
31410,31410,31410,31410,0.3,0,5,5,4.31,58.0,764
31411,31411,31411,31411,0.3,0,5,5,4.35,54.0,764
31412,31412,31412,31412,0.3,0,5,5,4.32,54.0,764
31413,31413,31413,31413,0.3,0,5,5,4.28,58.0,764
31414,31414,31414,31414,0.3,0,5,5,4.32,57.0,764
31415,31415,31415,31415,0.3,0,5,5,4.28,57.0,764
31416,31416,31416,31416,0.3,0,5,5,4.31,58.0,764
31417,31417,31417,31417,0.3,0,5,5,4.33,54.0,764
31418,31418,31418,31418,0.3,0,5,5,4.33,55.0,764
31419,31419,31419,31419,0.4,0,3,3,4.74,54.5,764
31420,31420,31420,31420,0.34,0,4,2,4.53,55.0,764
31421,31421,31421,31421,0.34,0,4,2,4.51,55.0,764
31422,31422,31422,31422,0.4,0,4,0,4.75,56.0,764
31423,31423,31423,31423,0.41,0,4,1,4.76,58.0,764
31424,31424,31424,31424,0.3,0,3,7,4.36,55.0,764
31425,31425,31425,31425,0.3,0,3,7,4.28,58.0,764
31426,31426,31426,31426,0.3,0,3,7,4.36,56.0,764
31427,31427,31427,31427,0.3,0,3,7,4.34,54.0,764
31428,31428,31428,31428,0.3,0,3,7,4.31,57.0,764
31429,31429,31429,31429,0.3,0,3,7,4.31,56.0,764
31430,31430,31430,31430,0.3,0,3,7,4.34,54.0,764
31431,31431,31431,31431,0.3,0,3,7,4.32,56.0,764
31432,31432,31432,31432,0.3,0,3,7,4.36,56.0,764
31433,31433,31433,31433,0.3,0,3,7,4.31,57.0,764
31434,31434,31434,31434,0.3,0,3,7,4.29,57.0,764
31435,31435,31435,31435,0.3,0,3,7,4.26,57.0,764
31436,31436,31436,31436,0.3,0,3,7,4.33,55.0,764
31437,31437,31437,31437,0.3,0,3,7,4.3,58.0,764
31438,31438,31438,31438,0.33,2,4,5,4.38,57.0,764
31439,31439,31439,31439,0.43,3,0,0,4.9,60.0,765
31440,31440,31440,31440,0.33,0,4,2,4.41,55.0,765
31441,31441,31441,31441,0.4,0,2,3,4.75,57.0,765
31442,31442,31442,31442,0.3,0,1,4,4.27,57.0,765
31443,31443,31443,31443,0.34,0,5,3,4.5,57.0,765
31444,31444,31444,31444,0.34,1,5,3,4.56,54.0,765
31445,31445,31445,31445,0.4,2,2,3,4.7,57.0,765
31446,31446,31446,31446,0.4,3,1,1,4.69,54.0,765
31447,31447,31447,31447,0.4,0,1,1,4.74,56.0,765
31448,31448,31448,31448,0.4,1,1,1,4.83,57.0,765
31449,31449,31449,31449,0.4,3,5,0,4.66,59.0,765
31450,31450,31450,31450,0.34,0,5,3,4.52,56.0,765
31451,31451,31451,31451,0.34,0,5,3,4.55,55.0,765
31452,31452,31452,31452,0.34,0,5,3,4.5,55.0,765
31453,31453,31453,31453,0.34,0,5,3,4.49,55.0,765
31454,31454,31454,31454,0.34,1,0,1,4.59,58.0,765
31455,31455,31455,31455,0.34,1,0,1,4.61,57.0,765
31456,31456,31456,31456,0.34,2,0,1,4.48,56.0,765
31457,31457,31457,31457,0.34,0,0,1,4.55,56.0,765
31458,31458,31458,31458,0.4,1,2,3,4.76,62.0,765
31459,31459,31459,31459,0.4,1,2,3,4.71,60.0,765
31460,31460,31460,31460,0.4,2,1,1,4.7,57.0,765
31461,31461,31461,31461,0.4,3,1,1,4.72,55.0,765
31462,31462,31462,31462,0.4,3,5,0,4.7,59.0,765
31463,31463,31463,31463,0.4,1,5,0,4.74,61.0,765
31464,31464,31464,31464,0.4,3,5,0,4.73,56.0,765
31465,31465,31465,31465,0.34,3,1,4,4.47,56.0,765
31466,31466,31466,31466,0.34,1,1,4,4.49,60.0,765
31467,31467,31467,31467,0.34,1,1,4,4.52,57.0,765
31468,31468,31468,31468,0.34,1,3,2,4.54,59.0,765
31469,31469,31469,31469,0.34,1,3,2,4.53,59.0,765
31470,31470,31470,31470,0.34,1,3,2,4.49,58.0,765
31471,31471,31471,31471,0.34,0,3,2,4.51,57.0,765
31472,31472,31472,31472,0.34,0,3,2,4.51,55.0,765
31473,31473,31473,31473,0.34,1,3,2,4.53,59.0,765
31474,31474,31474,31474,0.34,1,3,2,4.53,56.0,765
31475,31475,31475,31475,0.34,0,3,2,4.46,57.0,765
31476,31476,31476,31476,0.34,1,3,2,4.48,58.0,765
31477,31477,31477,31477,0.34,0,3,2,4.48,55.0,765
31478,31478,31478,31478,0.34,0,3,2,4.48,57.0,765
31479,31479,31479,31479,0.34,1,3,2,4.49,60.0,765
31480,31480,31480,31480,0.34,3,3,2,4.44,57.0,765
31481,31481,31481,31481,0.34,1,5,3,4.55,58.0,765
31482,31482,31482,31482,0.34,1,5,3,4.53,59.0,765
31483,31483,31483,31483,0.34,0,5,3,4.53,55.0,765
31484,31484,31484,31484,0.34,1,5,3,4.53,60.0,765
31485,31485,31485,31485,0.34,1,5,3,4.53,58.0,765
31486,31486,31486,31486,0.34,1,5,3,4.56,58.0,765
31487,31487,31487,31487,0.34,0,5,3,4.5,57.0,765
31488,31488,31488,31488,0.34,0,5,3,4.51,57.0,765
31489,31489,31489,31489,0.34,0,5,3,4.53,56.0,765
31490,31490,31490,31490,0.34,0,5,3,4.51,55.0,765
31491,31491,31491,31491,0.34,1,5,3,4.53,58.0,765
31492,31492,31492,31492,0.34,1,5,3,4.5,58.0,765
31493,31493,31493,31493,0.34,0,5,3,4.5,54.0,765
31494,31494,31494,31494,0.34,0,5,3,4.5,56.0,765
31495,31495,31495,31495,0.34,0,5,3,4.5,55.0,765
31496,31496,31496,31496,0.34,0,5,3,4.51,57.0,765
31497,31497,31497,31497,0.34,0,5,3,4.49,55.0,765
31498,31498,31498,31498,0.34,1,5,3,4.5,58.0,765
31499,31499,31499,31499,0.34,0,5,3,4.5,57.0,765
31500,31500,31500,31500,0.34,0,5,3,4.51,53.0,765
31501,31501,31501,31501,0.34,1,5,3,4.49,60.0,765
31502,31502,31502,31502,0.34,0,5,3,4.5,56.0,765
31503,31503,31503,31503,0.34,1,5,3,4.51,58.0,765
31504,31504,31504,31504,0.34,0,5,3,4.52,55.0,765
31505,31505,31505,31505,0.34,0,5,3,4.48,55.0,765
31506,31506,31506,31506,0.34,1,5,3,4.49,58.0,765
31507,31507,31507,31507,0.34,1,5,3,4.47,59.0,765
31508,31508,31508,31508,0.34,3,5,3,4.47,57.0,765
31509,31509,31509,31509,0.34,1,5,3,4.49,59.0,765
31510,31510,31510,31510,0.34,0,5,3,4.47,57.0,765
31511,31511,31511,31511,0.34,1,5,3,4.48,62.0,765
31512,31512,31512,31512,0.34,1,0,1,4.62,60.0,765
31513,31513,31513,31513,0.34,0,0,1,4.52,56.0,765
31514,31514,31514,31514,0.34,0,0,1,4.53,54.0,765
31515,31515,31515,31515,0.34,1,0,1,4.56,57.0,765
31516,31516,31516,31516,0.34,0,0,1,4.51,57.0,765
31517,31517,31517,31517,0.34,0,0,1,4.54,55.0,765
31518,31518,31518,31518,0.34,1,0,1,4.51,60.0,765
31519,31519,31519,31519,0.34,0,0,1,4.51,57.0,765
31520,31520,31520,31520,0.34,0,0,1,4.51,57.0,765
31521,31521,31521,31521,0.34,0,0,1,4.5,55.0,765
31522,31522,31522,31522,0.34,0,0,1,4.51,55.0,765
31523,31523,31523,31523,0.34,3,0,1,4.49,55.0,765
31524,31524,31524,31524,0.34,1,0,1,4.5,58.0,765
31525,31525,31525,31525,0.34,3,0,1,4.44,56.0,765
31526,31526,31526,31526,0.34,0,0,1,4.47,55.0,765
31527,31527,31527,31527,0.34,1,0,1,4.48,59.0,765
31528,31528,31528,31528,0.34,0,0,1,4.48,56.0,765
31529,31529,31529,31529,0.34,0,0,1,4.48,56.0,765
31530,31530,31530,31530,0.34,0,0,1,4.49,55.0,765
31531,31531,31531,31531,0.34,0,0,1,4.47,55.0,765
31532,31532,31532,31532,0.34,0,0,1,4.48,57.0,765
31533,31533,31533,31533,0.34,1,5,3,4.47,59.0,765
31534,31534,31534,31534,0.31,3,0,4,4.39,55.0,766
31535,31535,31535,31535,0.31,0,0,4,4.36,56.0,766
31536,31536,31536,31536,0.31,0,0,4,4.37,56.0,766
31537,31537,31537,31537,0.3,0,0,4,4.27,59.0,766
31538,31538,31538,31538,0.3,0,0,4,4.28,57.0,766
31539,31539,31539,31539,0.3,0,0,4,4.29,58.0,766
31540,31540,31540,31540,0.3,0,0,4,4.3,55.0,766
31541,31541,31541,31541,0.3,0,0,4,4.28,58.0,766
31542,31542,31542,31542,0.3,0,0,4,4.27,58.0,766
31543,31543,31543,31543,0.3,0,0,4,4.29,57.0,766
31544,31544,31544,31544,0.3,0,0,4,4.28,58.0,766
31545,31545,31545,31545,0.3,0,0,4,4.27,57.0,766
31546,31546,31546,31546,0.3,0,0,4,4.28,56.0,766
31547,31547,31547,31547,0.3,0,0,4,4.29,57.0,766
31548,31548,31548,31548,0.3,0,0,4,4.32,56.0,766
31549,31549,31549,31549,0.3,0,0,4,4.3,56.0,766
31550,31550,31550,31550,0.31,0,6,2,4.4,57.0,766
31551,31551,31551,31551,0.31,0,6,2,4.37,55.0,766
31552,31552,31552,31552,0.38,0,4,1,4.68,56.0,766
31553,31553,31553,31553,0.31,0,4,7,4.4,60.0,766
31554,31554,31554,31554,0.38,0,1,4,4.62,54.0,766
31555,31555,31555,31555,0.38,0,5,3,4.62,56.0,766
31556,31556,31556,31556,0.38,3,5,3,4.67,57.0,766
31557,31557,31557,31557,0.38,3,5,3,4.72,58.0,766
31558,31558,31558,31558,0.38,3,5,3,4.63,61.0,766
31559,31559,31559,31559,0.38,1,3,2,4.65,58.0,766
31560,31560,31560,31560,0.38,3,5,3,4.65,61.0,766
31561,31561,31561,31561,0.38,3,5,3,4.7,60.0,766
31562,31562,31562,31562,0.38,1,5,3,4.71,59.0,766
31563,31563,31563,31563,0.31,0,6,4,4.34,56.0,766
31564,31564,31564,31564,0.31,0,6,4,4.34,56.0,766
31565,31565,31565,31565,0.31,0,6,4,4.34,56.0,766
31566,31566,31566,31566,0.31,0,6,4,4.37,56.0,766
31567,31567,31567,31567,0.31,1,4,5,4.41,58.0,766
31568,31568,31568,31568,0.31,0,6,4,4.31,57.0,766
31569,31569,31569,31569,0.36,1,4,4,4.51,58.0,766
31570,31570,31570,31570,0.39,3,2,5,4.85,59.0,767
31571,31571,31571,31571,0.31,3,4,5,4.36,58.0,767
31572,31572,31572,31572,0.31,0,0,4,4.38,54.0,767
31573,31573,31573,31573,0.31,0,0,4,4.39,56.0,767
31574,31574,31574,31574,0.4,0,4,3,4.74,54.0,767
31575,31575,31575,31575,0.36,0,0,2,4.58,55.0,767
31576,31576,31576,31576,0.35,0,0,3,4.52,56.0,767
31577,31577,31577,31577,0.35,0,0,3,4.54,55.0,767
31578,31578,31578,31578,0.35,0,0,3,4.51,57.0,767
31579,31579,31579,31579,0.35,0,0,3,4.52,56.0,767
31580,31580,31580,31580,0.35,1,0,3,4.52,58.0,767
31581,31581,31581,31581,0.35,0,0,3,4.49,55.0,767
31582,31582,31582,31582,0.35,0,0,3,4.52,56.0,767
31583,31583,31583,31583,0.35,3,0,3,4.46,59.0,767
31584,31584,31584,31584,0.35,0,0,3,4.5,55.0,767
31585,31585,31585,31585,0.35,0,0,3,4.52,55.0,767
31586,31586,31586,31586,0.35,1,0,3,4.59,58.0,767
31587,31587,31587,31587,0.35,0,0,3,4.51,56.0,767
31588,31588,31588,31588,0.35,1,0,3,4.52,60.0,767
31589,31589,31589,31589,0.35,3,0,3,4.59,59.0,767
31590,31590,31590,31590,0.3,0,2,1,4.27,57.0,367
31591,31591,31591,31591,0.2,1,0,3,3.79,62.0,367
31592,31592,31592,31592,0.2,1,0,3,3.81,60.0,367
31593,31593,31593,31593,0.2,1,0,3,3.81,59.0,367
31594,31594,31594,31594,0.2,1,0,3,3.84,62.0,367
31595,31595,31595,31595,0.2,0,0,3,3.86,55.0,367
31596,31596,31596,31596,0.2,1,4,3,3.73,59.0,367
31597,31597,31597,31597,0.2,0,6,3,3.81,57.0,367
31598,31598,31598,31598,0.2,3,0,3,3.74,59.0,367
31599,31599,31599,31599,0.2,0,0,3,3.76,57.0,367
31600,31600,31600,31600,0.2,1,6,3,3.73,60.0,367
31601,31601,31601,31601,0.2,1,6,3,3.77,60.0,367
31602,31602,31602,31602,0.25,0,3,3,4.09,55.0,367
31603,31603,31603,31603,0.3,1,2,3,4.28,58.0,368
31604,31604,31604,31604,0.3,2,3,0,4.24,56.0,368
31605,31605,31605,31605,0.3,3,2,3,4.28,61.0,368
31606,31606,31606,31606,0.3,2,2,3,4.22,57.0,368
31607,31607,31607,31607,0.3,1,2,3,4.34,59.0,368
31608,31608,31608,31608,0.3,1,3,0,4.32,59.0,368
31609,31609,31609,31609,0.23,3,5,3,3.91,53.0,369
31610,31610,31610,31610,0.23,3,3,7,3.89,55.0,369
31611,31611,31611,31611,0.23,4,5,4,3.87,66.0,369
31612,31612,31612,31612,0.24,3,4,1,4.02,57.0,370
31613,31613,31613,31613,0.26,0,1,3,4.12,55.0,371
31614,31614,31614,31614,0.32,0,1,0,4.39,55.0,371
31615,31615,31615,31615,0.27,4,0,2,3.99,58.0,371
31616,31616,31616,31616,0.31,0,1,0,4.32,54.1,372
31617,31617,31617,31617,0.24,3,6,3,3.98,60.0,373
31618,31618,31618,31618,0.23,3,0,3,3.91,59.0,373
31619,31619,31619,31619,0.24,3,4,2,3.94,55.0,373
31620,31620,31620,31620,0.32,0,1,1,4.4,56.0,450
31621,31621,31621,31621,0.32,0,1,1,4.43,58.0,450
31622,31622,31622,31622,0.3,0,3,1,4.3,57.0,450
31623,31623,31623,31623,0.3,0,3,1,4.3,55.0,450
31624,31624,31624,31624,0.3,0,3,1,4.26,57.0,450
31625,31625,31625,31625,0.3,0,3,1,4.3,58.0,450
31626,31626,31626,31626,0.3,0,3,1,4.27,57.0,450
31627,31627,31627,31627,0.3,0,3,1,4.26,57.0,450
31628,31628,31628,31628,0.3,0,3,1,4.27,57.0,450
31629,31629,31629,31629,0.3,0,3,1,4.27,57.0,450
31630,31630,31630,31630,0.3,0,3,1,4.33,54.0,450
31631,31631,31631,31631,0.3,0,3,1,4.31,58.0,450
31632,31632,31632,31632,0.3,0,3,1,4.3,55.0,450
31633,31633,31633,31633,0.3,0,3,1,4.29,56.0,450
31634,31634,31634,31634,0.3,0,3,1,4.29,56.0,450
31635,31635,31635,31635,0.3,3,1,0,4.3,56.0,450
31636,31636,31636,31636,0.3,1,2,1,4.27,59.0,450
31637,31637,31637,31637,0.3,3,2,1,4.29,54.0,450
31638,31638,31638,31638,0.3,2,2,1,4.26,56.0,450
31639,31639,31639,31639,0.33,1,2,3,4.53,61.0,450
31640,31640,31640,31640,0.25,3,3,5,4.08,62.0,450
31641,31641,31641,31641,0.25,0,3,5,4.03,56.0,450
31642,31642,31642,31642,0.25,1,3,5,4.07,59.0,450
31643,31643,31643,31643,0.25,3,5,5,3.98,54.0,451
31644,31644,31644,31644,0.27,0,3,3,4.13,56.0,451
31645,31645,31645,31645,0.33,0,2,2,4.5,54.0,451
31646,31646,31646,31646,0.39,0,2,0,4.64,54.0,451
